Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
audi,Audi A6,grau,07/2018,2018,29750,160,218,Automatik,Diesel,"5,3 l/100 km",138 g/km,77300.0,3.0 TDI quattro Avant (4GD)
renault,Renault Kadjar,schwarz,05/2017,2017,12999,96,131,Schaltgetriebe,Benzin,"5,9 l/100 km",126 g/km,63679.0,1.2 TCe 131PS Life Klima-Automatik Tempo
maserati,Maserati Levante,weiß,10/2018,2018,54700,257,349,Automatik,Benzin,,- (g/km),48400.0,"Q4  21"" 360 Grad 24 Monate NW Garantie"
audi,Audi A5,weiß,05/2018,2018,34990,140,190,Automatik,Diesel,"4,7 l/100 km",124 g/km,17447.0,Cabrio 2.0-TDI S-Line S-tr LED/MMI+/V-COCK/19
fiat,Fiat Panda,gelb,02/2009,2009,3980,44,60,Schaltgetriebe,Benzin,"5,6 l/100 km",133 g/km,121275.0,1.2 8V Dynamic *Klima* Tüv neu* Zahn. neu*
audi,Audi Q5,silber,12/2014,2014,23790,120,163,Automatik,Diesel,"5,7 l/100 km",149 g/km,85800.0,2.0 TDI quattro S tronic *AHK*PDC*SHZ*20'' LMF*
lada,Lada Niva,grün,03/2016,2016,11980,61,83,Schaltgetriebe,Benzin,"9,5 l/100 km",233 g/km,54210.0,TAIGA RAPTOR LACK AHK DOTZ BÖSER BLICK
mini,MINI Cooper,blau,03/2017,2017,16310,100,136,Schaltgetriebe,Benzin,"5,1 l/100 km",121 g/km,37839.0,Cabrio KLIMA LED NAVI ALU
ford,Ford Mondeo,silber,12/2021,2021,26940,103,140,Automatik,Benzin,,- (g/km),7702.0,Turnier 2.0 Ti-VCT Hybrid Titanium LED*AHK
jeep,Jeep Grand Cherokee,schwarz,05/2017,2017,19390,344,468,Automatik,Benzin,"13,5 l/100 km",- (g/km),95000.0,"SRT 6,4L , Klappenauspuff, 22 Zoll, Tiefer"
renault,Renault Austral,schwarz,12/2022,2022,36900,103,140,Automatik,Hybrid,"6,2 l/100 km",141 g/km,2269.0,Equilibre Mild Hybrid 140 Automatik
seat,SEAT Leon,schwarz,05/2023,2023,38699,110,150,Automatik,Benzin,"4,9 l/100 km",114 g/km,2500.0,eTSI EU6d Sportstourer FR 1.5 110 kW (150 PS) 7 Ga
toyota,Toyota Corolla,silber,05/2023,2023,33990,103,140,Automatik,Hybrid,"5,1 l/100 km",113 g/km,1900.0,1.8 Hybrid Touring Sports Team Deutschland
porsche,Porsche Macan,rot,07/2018,2018,49000,265,360,Automatik,Benzin,"8,8 l/100 km",- (g/km),106534.0,Macan GTS PDK
ford,Ford Kuga,weiß,05/2018,2018,21000,178,242,Automatik,Benzin,"8,7 l/100 km",- (g/km),77152.0,2.0 EcoBoost 4x4 Aut. ST-Line
opel,Opel Crossland,schwarz,12/2022,2022,21480,96,131,Schaltgetriebe,Benzin,"5,7 l/100 km",129 g/km,2300.0,Elegance 1.2 Turbo*DAB+*KLIMA*KAMERA*
volkswagen,Volkswagen Golf Plus,blau,04/2010,2010,5700,66,90,Schaltgetriebe,Diesel,,- (g/km),134488.0,1.6 TDI  Klimaautomatik  Sitzheizung
volkswagen,Volkswagen Tiguan,schwarz,10/2018,2018,26900,110,150,Automatik,Diesel,"4,9 l/100 km",- (g/km),56800.0,Tiguan 2.0 TDI SCR (BlueMotion Technology) DSG Hig
volkswagen,Volkswagen T-Cross,orange,05/2022,2022,23580,81,110,Schaltgetriebe,Benzin,"4,8 l/100 km",110 g/km,6559.0,Active 1.0 TSI 110 PS ACC/NAVI/PDC
bmw,BMW 520,grau,07/2012,2012,11950,135,184,Automatik,Diesel,"4,8 l/100 km",127 g/km,174500.0,d Lim. Automatik  Shadow Line *Navi *BiXenon*
citroen,Citroen Jumpy,weiß,11/2021,2021,34000,100,136,Automatik,Elektro,,300 km Reichweite,4000.0,E-Jumpy XL 75 kW Kasten
mercedes-benz,Mercedes-Benz A 160,silber,09/2010,2010,7790,70,95,Schaltgetriebe,Benzin,6 l/100 km,139 g/km,65000.0,A-Klasse A 160 BlueEFF. Classic 5-Türer/Xenon
nissan,Nissan Pathfinder,schwarz,03/2012,2012,13900,140,190,Automatik,Diesel,"8,5 l/100 km",225 g/km,192000.0,1.6 Acenta/Sport-P./Klimaautom./Tempomat
volkswagen,Volkswagen T-Roc,rot,02/2023,2023,34800,110,150,Schaltgetriebe,Benzin,"5,6 l/100 km",127 g/km,300.0,Style Cabriolet (AC8)
opel,Opel Zafira Life,braun,09/2019,2019,33750,130,177,Automatik,Diesel,"5,4 l/100 km",143 g/km,93800.0,Edition 2.0D M **AHK*Navi**
opel,Opel Zafira Tourer,grün,07/2015,2015,12500,125,170,Schaltgetriebe,Diesel,"4,9 l/100 km",- (g/km),132493.0,2.0 CDTI ecoFLEX Start/Stop Innovation 7-Sitzer
ford,Ford Tourneo Connect,rot,11/2018,2018,28990,88,120,Schaltgetriebe,Diesel,"4,5 l/100 km",154 g/km,26382.0,Grand 1.5 TDCi Titanium Xenon Navi
bmw,BMW 325,schwarz,06/2010,2010,10900,150,204,Automatik,Diesel,"6,1 l/100 km",160 g/km,333372.0,E91 320d DPF Sport Edition M-Paket EURO 5
bmw,BMW i4,weiß,05/2023,2023,49690,210,286,Automatik,Elektro,,462 km Reichweite,4896.0,eDrive35 Navi Bluetooth PDC MP3 Schn. Klima
volkswagen,Volkswagen Scirocco,weiß,11/2011,2011,7400,103,140,Automatik,Diesel,"5,3 l/100 km",139 g/km,245000.0,2.0 TDI (103kW) (137)
skoda,Skoda Karoq,silber,11/2022,2022,36900,110,150,Automatik,Benzin,"7,1 l/100 km",159 g/km,5.0,1.5 TSI DSG Style Kamera PDC SHZ SmartLink LED
mercedes-benz,Mercedes-Benz C 200,silber,07/2002,2002,2250,85,116,Schaltgetriebe,Diesel,"6,7 l/100 km",177 g/km,250000.0,SLK 200 Kompressor
audi,Audi Q5,blau,11/2017,2017,26900,140,190,Automatik,Diesel,"4,9 l/100 km",129 g/km,168000.0,2.0 TDI quattro+XENON+NAVI+TEMPOMAT+MATRIX-LE
toyota,Toyota Yaris Cross,gold,05/2023,2023,31480,68,92,Automatik,Hybrid,"4,4 l/100 km",113 g/km,500.0,"Hybrid 1.5 VVT-i Team Deutschland,SHZ,Kamera,Winte"
audi,Audi A3,silber,06/2018,2018,14900,110,150,Schaltgetriebe,Diesel,"4,4 l/100 km",111 g/km,241132.0,Sportback design *Panoramaglasdach
mini,MINI Cooper S Roadster,grau,08/2013,2013,15950,135,184,Schaltgetriebe,Benzin,6 l/100 km,139 g/km,65700.0,"Leder, Bi-Xenon, Open Sky uvm"
ford,Ford Mondeo,silber,12/2019,2019,23590,103,140,Automatik,Hybrid,5 l/100 km,113 g/km,35000.0,Turnier Business 2.0l FHEV *Klimasitze*     -EU6d-
land-rover,Land Rover Discovery,grau,09/2020,2020,43500,132,179,Automatik,Diesel,"5,6 l/100 km",148 g/km,26200.0,Sport *AWD*R-DYNAMIC*NAVI*HEADUP*PANO*
bmw,BMW 520,grau,09/2010,2010,10900,135,184,Schaltgetriebe,Diesel,"4,8 l/100 km",- (g/km),237000.0,BMW M 520D F10
hyundai,Hyundai iX20,beige,05/2020,2020,16500,92,125,Schaltgetriebe,Benzin,"6,5 l/100 km",149 g/km,42500.0,1.6 blue Space+
citroen,Citroen Berlingo,weiß,05/2023,2023,36990,100,136,Automatik,Elektro,,285 km Reichweite,51.0,Shine Elektromotor 136Navi digitales Cockpit Apple
nissan,Nissan Qashqai,rot,03/2020,2020,26970,117,159,Automatik,Benzin,"5,8 l/100 km",131 g/km,19841.0,"QASHQAI AT 1,3 DIG-T N-WAY NAVI, SHZ, KAMERA, PANO"
alfa-romeo,Alfa Romeo Stelvio,grau,02/2018,2018,29499,154,209,Automatik,Diesel,"4,8 l/100 km",127 g/km,121900.0,2.2 Diesel 16V AT8-Q4 Executive AHK*Pano*Navi*SH
skoda,Skoda Karoq,rot,05/2022,2022,36790,110,150,Automatik,Diesel,"4,9 l/100 km",130 g/km,23400.0,2.0TDI Aut. Sportline 4x4 Virtual Cockpit
volkswagen,Volkswagen T-Cross,,12/2021,2021,23685,81,110,Schaltgetriebe,Benzin,"4,8 l/100 km",110 g/km,16510.0,Active 1.0 TSI Navi Sitzheizung PDC GRA
volkswagen,Volkswagen Touran,silber,06/2009,2009,4200,77,105,Schaltgetriebe,Diesel,6 l/100 km,157 g/km,300000.0,1.9 TDI DPF United
mercedes-benz,Mercedes-Benz B 200,silber,11/2009,2009,9500,100,136,Automatik,Benzin,"7,5 l/100 km",177 g/km,186000.0,Autotronic
dodge,Dodge RAM,grau,06/2018,2018,42990,295,401,Automatik,Benzin,"14,3 l/100 km",328 g/km,99800.0,1500 CREWCAB*LONGBED*BRD*1.HAND*
nissan,Nissan Primastar,silber,02/2022,2022,43490,125,170,Automatik,Diesel,,- (g/km),12992.0,"2,8 dCi 170 (8-Si.) DCT Tekna AHK NAVI SITZHEIZUNG"
fiat,Fiat 500,weiß,08/2017,2017,9890,51,69,Schaltgetriebe,Benzin,"4,9 l/100 km",115 g/km,89900.0,Mirror/SONDERMODELL/UCONNECT/PDC/TEMP/BLUET
audi,Audi A6,grau,08/2019,2019,37680,170,231,Automatik,Diesel,"7,3 l/100 km",191 g/km,60449.0,"sport 45 TDI qu. tiptr., Navi LED AHK P"
bmw,BMW 118,schwarz,04/2010,2010,8999,105,143,Schaltgetriebe,Benzin,"6,3 l/100 km",149 g/km,170463.0,i Cabrio--Leder-Navigation-Xenon--
audi,Audi TT RS,orange,05/2023,2023,107990,294,400,Automatik,Benzin,"8,5 l/100 km",193 g/km,2000.0,Coupe 2.5 TFSI * Edition KurvenmeisTTer *
peugeot,Peugeot 208,blau,02/2023,2023,32900,100,136,Automatik,Elektro,,340 km Reichweite,10.0,e- Elektromotor GT ELEKTRO 136 Panorama Navi digit
kia,Kia Stonic,weiß,03/2019,2019,14795,62,84,Schaltgetriebe,Benzin,"5,2 l/100 km",118 g/km,48300.0,1.2 Spirit Navi Kamera GRA Bluetooth
dacia,Dacia Sandero,rot,10/2019,2019,13290,66,90,Schaltgetriebe,Benzin,"5,5 l/100 km",- (g/km),14000.0,TCe 90 Stepway Prestige
toyota,Toyota Yaris,grau,04/2023,2023,26997,85,116,Automatik,Hybrid,5 l/100 km,113 g/km,10.0,Cross Hybrid 1.5 VVT-i Comfort* 229.- Leasing ohn
renault,Renault Clio,grau,12/2022,2022,19750,103,140,Schaltgetriebe,Benzin,"5,6 l/100 km",128 g/km,14439.0,V TCE 140 Techno Navigation + Rückfahrkamera + Kli
audi,Audi A5,schwarz,01/2012,2012,14500,180,245,Automatik,Diesel,"5,9 l/100 km",- (g/km),198500.0,A5 Cabrio 3.0 TDI DPF quattro S tronic
nissan,Nissan Juke,schwarz,01/2018,2018,17990,86,117,Automatik,Benzin,6 l/100 km,139 g/km,7992.0,1.6 Navi Kamera Tempomat Klimaautomatik
seat,SEAT Leon,weiß,02/2020,2020,21989,110,150,Automatik,Diesel,"4,3 l/100 km",112 g/km,77903.0,2.0 TDI 150PS DSG FR KAMERA NAVI ACC SPURH
audi,Audi A8,schwarz,02/2012,2012,32450,184,250,Automatik,Diesel,"6,6 l/100 km",175 g/km,69900.0,3.0 TDI QUATTRO MATRIX SOFT CLOSE STHZG VOLL
bmw,BMW X5,schwarz,08/2020,2020,69640,195,265,Automatik,Diesel,"7,5 l/100 km",197 g/km,33000.0,xDrive30d M Sportpaket Laser ACC AHKStandheiz
audi,Audi A4,rot,01/2019,2019,29989,140,190,Automatik,Diesel,6 l/100 km,158 g/km,32263.0,Avant 40 TDI qu 2x S line Black S tro.*Tour*B&O*LE
skoda,Skoda Superb,schwarz,10/2011,2011,5200,103,140,Schaltgetriebe,Diesel,"5,2 l/100 km",- (g/km),330000.0,Superb Combi 2.0 TDI Ambition
chevrolet,Chevrolet Express,gold,07/2018,2018,74900,254,345,Automatik,Benzin,,- (g/km),15780.0,Explorer Limited SE *TV*Schlafcouch*
seat,SEAT Mii,weiß,08/2012,2012,5500,44,60,Schaltgetriebe,Benzin,"4,1 l/100 km",97 g/km,86443.0,1.0 Ecomotive Style
smart,smart forTwo,schwarz,02/2021,2021,13330,60,82,Schaltgetriebe,Elektro,,132 km Reichweite,10252.0,smart EQ  Smart  EQ
toyota,Toyota Corolla,weiß,07/2020,2020,16880,72,98,Automatik,Hybrid,"3,3 l/100 km",76 g/km,255800.0,Touring Sports Hybrid Business Edition
mercedes-benz,Mercedes-Benz SLK 350,schwarz,03/2011,2011,25890,225,306,Automatik,Benzin,"7,2 l/100 km",171 g/km,98000.0,"BlueE AMG Styling,Airscarf,Navi,H&K,Pano"
seat,SEAT Ibiza,blau,02/2016,2016,11350,81,110,Automatik,Benzin,"4,3 l/100 km",99 g/km,96751.0,ST Style AUTOMATIK Navi Freisprech LED
audi,Audi SQ5,schwarz,11/2013,2013,30990,230,313,Automatik,Diesel,"6,8 l/100 km",180 g/km,119000.0,3.0 TDI quattro*Pano*21´´*Kamera*ACC*B&O*AHK
audi,Audi S6,weiß,04/2018,2018,52900,331,450,Automatik,Benzin,"9,4 l/100 km",- (g/km),63500.0,Avant
skoda,Skoda Fabia,silber,02/2010,2010,6490,51,69,Schaltgetriebe,Benzin,"5,9 l/100 km",140 g/km,105350.0,Style Edition
volkswagen,Volkswagen Touran,weiß,10/2014,2014,15900,103,140,Schaltgetriebe,Diesel,"4,8 l/100 km",- (g/km),92539.0,VII Trendline 1.2 TSI 77 kW (105 PS) 6-Gang Notbre
audi,Audi A6,braun,11/2019,2019,36970,150,204,Automatik,Diesel,"4,9 l/100 km",129 g/km,42865.0,Avant 40 TDI S tronic sport MMI NAVI+ | AHK
skoda,Skoda Fabia,silber,09/2022,2022,21790,70,95,Automatik,Benzin,"4,9 l/100 km",111 g/km,3800.0,"Combi DSG, Navi, Voll-LED, Sitzheizung, vorb. AHK"
audi,Audi A6,schwarz,10/2014,2014,24999,230,313,Automatik,Diesel,"6,4 l/100 km",170 g/km,121352.0,Avant 3.0 TDI quattro*S-LINE*ACC*MEMORY*
bmw,BMW 316,grau,05/2004,2004,2999,85,116,Schaltgetriebe,Benzin,7 l/100 km,170 g/km,224832.0,ti Compact Edition Lifestyle *KLIMA*PDC*SHZ*
jeep,Jeep Renegade,blau,09/2022,2022,20990,88,120,Schaltgetriebe,Benzin,"6,8 l/100 km",151 g/km,9500.0,RENEGADE  Night Eagle 1.0l T-GDI 88kW Apple Car
bmw,BMW X1,schwarz,03/2020,2020,31699,92,125,Automatik,Hybrid,,43 g/km,29405.0,xDrive25e Kamera DAB Navi Lordos Geschwindig
opel,Opel Crossland X,rot,12/2021,2021,21490,81,110,Schaltgetriebe,Benzin,"4,7 l/100 km",108 g/km,15.0,1.2 Direct Inj Turbo Start/Stop Automatik Edition
peugeot,Peugeot 508,grau,05/2011,2011,4800,115,156,Schaltgetriebe,Benzin,,- (g/km),191458.0,SW Active / PANORAMA  / AHK / SHZ
volkswagen,Volkswagen Caddy,gold,12/2021,2021,35490,90,122,Automatik,Diesel,,0 g/km,13990.0,TDI DSG Standheizung Navi Climatronic Klima
volkswagen,Volkswagen Tiguan,,07/2021,2021,55900,235,320,Automatik,Benzin,"8,1 l/100 km",186 g/km,19000.0,R 2.0 TSI DSG 4Motion LED Navi Keyless AD Kurvenli
audi,Audi A5,braun,03/2010,2010,14490,155,211,Automatik,Benzin,"7,8 l/100 km",179 g/km,158400.0,Cabriolet 2.0 TFSI quattro S Line/TOP ZUSTAND
audi,Audi Q5,grau,02/2012,2012,15400,125,170,Automatik,Diesel,"6,8 l/100 km",179 g/km,172800.0,"2,0 TDi Quattro"
maserati,Maserati Grecale,schwarz,03/2023,2023,79444,221,300,Automatik,Benzin,"9,2 l/100 km",208 g/km,45.0,GT Sonderkonditionen
hyundai,Hyundai TUCSON,rot,01/2020,2020,23950,100,136,Automatik,Diesel,"4,6 l/100 km",119 g/km,70000.0,1.6 CRDi Trend Mild Hybrid Automatik EU6d-T
opel,Opel Insignia,rot,11/2015,2015,11950,103,140,Schaltgetriebe,Benzin,"5,6 l/100 km",133 g/km,130586.0,Sports Tourer 1.4 T Edition Navi-Sicht-
mercedes-benz,Mercedes-Benz C 300,blau,01/2022,2022,48250,190,258,Automatik,Benzin,"6,7 l/100 km",152 g/km,17580.0,"AMG-Sport/DIGITAL/Night/Distr/Ambiente/18"""
mercedes-benz,Mercedes-Benz SLK 350,schwarz,06/2007,2007,16000,200,272,Automatik,Benzin,"10,6 l/100 km",- (g/km),174500.0,Edition 10
renault,Renault Talisman,grau,02/2017,2017,12988,118,160,Automatik,Diesel,"4,6 l/100 km",120 g/km,30490.0,Grandtour ENERGY dCi 160 EDC INITIALE PARIS
bmw,BMW 320,blau,11/2019,2019,27288,140,190,Schaltgetriebe,Diesel,,127 g/km,44555.0,Gran Turismo d SPORT LINE AUTOMATIK PANORAMA KAMER
opel,Opel Corsa,weiß,02/2015,2015,9750,66,90,Schaltgetriebe,Benzin,"5,2 l/100 km",122 g/km,68989.0,1.0 Start/Stop Jam
ford,Ford C-Max,grau,03/2016,2016,13990,77,105,Schaltgetriebe,Diesel,"3,8 l/100 km",99 g/km,89900.0,"Titanium ""GARANTIE"""
toyota,Toyota Corolla,weiß,09/2021,2021,22700,85,116,Schaltgetriebe,Benzin,"6,6 l/100 km",151 g/km,5.0,1.2 Turbo Team Deutschland
volkswagen,Volkswagen Sharan,silber,01/2017,2017,26990,135,184,Automatik,Diesel,"5,3 l/100 km",140 g/km,108205.0,Highline Klima Leder AHZV Standheizung
hyundai,Hyundai i10,weiß,06/2017,2017,13990,64,87,Schaltgetriebe,Benzin,"4,9 l/100 km",0 g/km,37117.0,1.2 YES! Plus Navi SHZ LHZ DAB APP PDC GRA
peugeot,Peugeot 508,,37.500 km,12/2020, ACC,90,,Automatik,Automatik,2020,Diesel,,GT BlueHDi 180 EAT8 Panoramadach
ford,Ford S-Max,grau,10/2016,2016,23890,110,150,Schaltgetriebe,Diesel,5 l/100 km,129 g/km,63766.0,2.0 TDCi Titanium LED*Klimaaut.*Sitzheiz.*PDC*1.Hd
volkswagen,Volkswagen T5 Multivan,braun,04/2011,2011,25800,132,179,Schaltgetriebe,Diesel,"7,8 l/100 km",205 g/km,201900.0,"Multivan Highline ""Neuer Motor"""
land-rover,Land Rover Discovery Sport,,10/2018,2018,27840,132,179,Automatik,Diesel,"5,1 l/100 km",135 g/km,86309.0,2.0TD4 Sport SE Navi|Cam|Sitzhzg
audi,Audi A6,weiß,05/2018,2018,26990,140,190,Automatik,Diesel,"4,5 l/100 km",118 g/km,62748.0,A6 Avant 2.0 TDI ultra +NAVI+LED-SW+SHZ+AHK+1HD+
audi,Audi Q3,grau,06/2017,2017,21500,135,184,Automatik,Diesel,"5,2 l/100 km",- (g/km),154000.0,2.0 TDI quattro S tronic sport
mercedes-benz,Mercedes-Benz C 180,,11/2010,2010,10799,115,156,Automatik,Benzin,"7,8 l/100 km",163 g/km,133873.0,"CGI Classic BlueEfficiency PTS 16""Alu"
mitsubishi,Mitsubishi ASX,weiß,04/2023,2023,31990,116,158,Automatik,Benzin,"5,9 l/100 km",134 g/km,1000.0,1.3MHEV Turbo Intro EditionBI-LED LEDER NAVI
bmw,BMW 218,grau,04/2022,2022,29990,100,136,Automatik,Benzin,"5,4 l/100 km",124 g/km,43300.0,i Gran Tourer Rückfahrkamera AHK
audi,Audi A3,rot,01/2014,2014,10700,103,140,Schaltgetriebe,Benzin,"4,8 l/100 km",111 g/km,199000.0,1.4 TFSI cylinder on demand Limousine S line Sport
bmw,BMW 523,schwarz,06/2010,2010,15999,150,204,Automatik,Benzin,"7,6 l/100 km",- (g/km),253000.0,523i Aut.
mini,MINI Cooper,weiß,10/2018,2018,19940,100,136,Schaltgetriebe,Benzin,"5,4 l/100 km",123 g/km,45400.0,Navi Panoramadach Bluetooth PDC MP3 Schn.
kia,Kia Ceed / cee'd,weiß,08/2016,2016,7900,81,110,Schaltgetriebe,Diesel,"4,2 l/100 km",109 g/km,162500.0,1.6 CRDi DCT Platinum Edition Sportsw.
mercedes-benz,Mercedes-Benz C 220,schwarz,07/2020,2020,38460,143,194,Automatik,Diesel,"5,1 l/100 km",135 g/km,50500.0,d 4M 2X AMG Line Schiebedach/Kamera/LED SHD/Klima
volkswagen,Volkswagen Tiguan,,09/2015,2015,18990,110,150,Automatik,Diesel,"5,7 l/100 km",150 g/km,99900.0,"2,0 TDI Sport & Style 4Motion - DSG; AHK"
seat,SEAT Arona,,05/2020,2020,19000,85,116,Automatik,Benzin,- (l/100 km),0 g/km,15502.0,"Style TSI DSG - Xenon, Navi"
ford,Ford Focus,blau,03/2021,2021,17880,88,120,Automatik,Diesel,,0 g/km,74100.0,"Turnier 1,5 Diesel *Autom LED Kamera Navi*"
volkswagen,Volkswagen Golf,schwarz,06/2017,2017,33889,228,310,Automatik,Benzin,7 l/100 km,160 g/km,56531.0,VII R 2.0 TSI 4Motion DSG / Navi LED RFK
renault,Renault ZOE,grau,10/2021,2021,25490,80,109,Automatik,Elektro,395 km (Ort),240 km Reichweite,13600.0,inkl. Batterie ZE50 EXPERIENCE*Allwetter*CCS*SHZ
ford,Ford Fiesta,grau,08/2018,2018,8690,74,101,Automatik,Benzin,"6,7 l/100 km",152 g/km,51155.0,"1.0 EcoBoost Titanium Automatik, Navi,"
volkswagen,Volkswagen T-Cross,grün,05/2022,2022,29977,110,150,Automatik,Benzin,"5,2 l/100 km",118 g/km,1951.0,1.5TSI DSG Style LED Navi AHK Kamera ACC Travel...
smart,smart roadster,blau,10/2003,2003,9890,60,82,Automatik,Benzin,"5,1 l/100 km",121 g/km,52695.0,BRABUS mit FLÜGELTÜREN
porsche,Porsche Panamera,grau,12/2017,2017,74900,243,330,Automatik,Benzin,,0 g/km,39020.0,"Sport Turismo 4 PANO,LUFT,LED,ACC,1.Hd."
citroen,Citroen C6,grau,09/2010,2010,18980,177,241,Automatik,Diesel,"7,4 l/100 km",195 g/km,124965.0,Exclusive 3.0 V6 HDI Biturbo FAP *Automatik*
mini,MINI One,weiß,11/2019,2019,18690,75,102,Schaltgetriebe,Benzin,"5,4 l/100 km",123 g/km,34000.0,1.5 Colour Line
opel,Opel Corsa,rot,06/2020,2020,22500,96,131,Automatik,Benzin,"4,7 l/100 km",106 g/km,10000.0,F GS Line AT-8 Navi LED PDC
mini,MINI Cooper D Clubman,,11/2009,2009,8999,80,109,Automatik,Diesel,"5,4 l/100 km",142 g/km,172999.0,Mini One - HU/AU NEU
renault,Renault Scenic,grau,03/2012,2012,4350,96,131,Schaltgetriebe,Diesel,"4,5 l/100 km",119 g/km,267935.0,III BOSE Edition
volkswagen,Volkswagen T-Cross,schwarz,05/2021,2021,29900,110,150,Automatik,Benzin,"5,1 l/100 km",116 g/km,16500.0,"Style 1,5/R-Line/4 Jahre Garantie/DSG/"
volkswagen,Volkswagen Golf,silber,09/2016,2016,32300,272,370,Schaltgetriebe,Benzin,,0 g/km,63000.0,VII R 4Motion 6-Gang ** 272 Kw / 370 PS **
opel,Opel Insignia,silber,07/2020,2020,18999,121,165,Schaltgetriebe,Benzin,"5,7 l/100 km",132 g/km,68070.0,Grand Sport 1.5 Turbo Innovation CAM
citroen,Citroen Jumper,weiß,02/2020,2020,15999,103,140,Schaltgetriebe,Diesel,"6,3 l/100 km",166 g/km,182000.0,33 L2H2 Control BlueHDi 140 Start
mercedes-benz,Mercedes-Benz E 220,silber,06/2016,2016,34500,143,194,Automatik,Diesel,"4,5 l/100 km",- (g/km),74528.0,d 9G-TRONIC Avantgarde
peugeot,Peugeot 208,gelb,04/2023,2023,21999,74,101,Schaltgetriebe,Benzin,5 l/100 km,114 g/km,4900.0,Allure Pack PureTech 100 SHZ KAMERA LED
seat,SEAT Ateca,weiß,02/2019,2019,21888,110,150,Automatik,Benzin,"5,7 l/100 km",129 g/km,96350.0,Xcellence RFK LED ACC SHZ Pano Kessy BEATS
audi,Audi Q3,grau,03/2014,2014,18450,110,150,Schaltgetriebe,Benzin,"5,9 l/100 km",140 g/km,78318.0,"1.4 TFSI S line,Navi,Alu,PDC vo+hi,Bose,1.Hd."
renault,Renault Clio,schwarz,06/2017,2017,11500,87,118,Automatik,Benzin,"5,4 l/100 km",120 g/km,88200.0,Limited IV
ford,Ford Kuga,schwarz,02/2021,2021,26840,111,151,Schaltgetriebe,Benzin,"5,5 l/100 km",155 g/km,47963.0,Vignale 1.5 EcoBoost
volkswagen,Volkswagen Touareg,weiß,11/2014,2014,28400,193,262,Automatik,Diesel,"7,1 l/100 km",- (g/km),177210.0,3.0 V6 TDI SCR Blue Motion DPF Automatik Terrain T
mercedes-benz,Mercedes-Benz A 180,schwarz,07/2013,2013,13900,90,122,Schaltgetriebe,Benzin,"5,5 l/100 km",- (g/km),122000.0,A 180 AMG Line
volkswagen,Volkswagen Eos,silber,05/2009,2009,8200,118,160,Schaltgetriebe,Benzin,"6,7 l/100 km",159 g/km,126000.0,"1.4 TSI Sport Navi, Pano, SHZ, MFL, PDC"
volkswagen,Volkswagen Touran,silber,09/2016,2016,19990,110,150,Schaltgetriebe,Diesel,"4,4 l/100 km",119 g/km,105000.0,Touran 2.0 TDI BlueMotion Highline Pano Standh.
opel,Opel Insignia,schwarz,01/2016,2016,11500,100,136,Schaltgetriebe,Diesel,"5,1 l/100 km",130 g/km,187000.0,1.6 CDTI Sports Tourer Aut. Sport
toyota,Toyota C-HR,schwarz,01/2018,2018,18849,85,116,Schaltgetriebe,Benzin,6 l/100 km,136 g/km,23000.0,Team D 1.2 Turbo*KLIMA*ALLWETTER*LM*KAMERA*TOP*
opel,Opel Astra,grau,01/2023,2023,30125,96,131,Schaltgetriebe,Diesel,"4,3 l/100 km",113 g/km,6400.0,L ST ELEGANCE+NAVI+RÜCKFAHRKAMERA+SITZ-/LENKRADHEI
mercedes-benz,Mercedes-Benz EQC 400,grau,11/2021,2021,54750,300,408,Automatik,Elektro,,0 g/km,13399.0,4M AMG leather sunroof KeyGo 360 Fahrass
audi,Audi A6,schwarz,01/2014,2014,22900,230,313,Automatik,Diesel,"6,4 l/100 km",169 g/km,189999.0,3.0 TDI DPF quattro tiptronic sport Motorsound
skoda,Skoda Octavia,grau,03/2019,2019,26980,180,245,Schaltgetriebe,Benzin,"6,6 l/100 km",156 g/km,38100.0,2.0 TSI RS Virtual Cockpit 1 Hand LED Dyn
volkswagen,Volkswagen Golf,rot,08/2017,2017,24850,169,230,Automatik,Benzin,"6,3 l/100 km",145 g/km,89800.0,VII GTI 2.0TSI DSG AHK Dynaudio ACC DCC Cam
fiat,Fiat Panda,blau,10/2009,2009,2950,40,54,Schaltgetriebe,Benzin,5 l/100 km,- (g/km),153000.0,1.2 8V Classic
mercedes-benz,Mercedes-Benz SLK 230,silber,04/2001,2001,7999,145,197,Schaltgetriebe,Benzin,"9,7 l/100 km",- (g/km),137000.0,SLK 230 Kompressor
skoda,Skoda Superb,schwarz,07/2007,2007,4900,142,193,Automatik,Benzin,"10,4 l/100 km",- (g/km),315000.0,2.8 V6 Tiptronic Elegance
opel,Opel Crossland,orange,09/2021,2021,16980,81,110,Schaltgetriebe,Benzin,"5,7 l/100 km",130 g/km,36400.0,1.2 Turbo Edition SpurH LED KlimaA
kia,Kia Sportage,schwarz,08/2017,2017,15390,97,132,Schaltgetriebe,Benzin,"6,7 l/100 km",156 g/km,75924.0,1.6 GDI 2WD Dream-Team Edition
volkswagen,Volkswagen Polo,schwarz,04/2002,2002,1500,47,64,Schaltgetriebe,Benzin,"5,9 l/100 km",142 g/km,202000.0,1.2 Trendline
